"Year","Species","Annual_Contribution"
2037,"Alewife",3145391.64853333
2037,"Seaweed_Unc",2892970.41093333
2037,"Periwinkles_Atlantic__Cockles_",2837785.11
2037,"Redfish_Acadian_Ocean_Perch",2674707.2194
2037,"Rockweed",2316673.57
2037,"Flounder_Winter",1609680.92386667
2037,"Cucumber_Sea",957173.165333334
2037,"Halibut_Atlantic",847251.845866668
2037,"Flounder_Yellowtail",621195.6896
2037,"Mackerel_Atlantic",583049.952
2037,"Cusk",480084.938666668
2037,"Wolffish_Atlantic",293727.028933333
2037,"Shark_Dogfish",259113.949733333
2037,"Hake_Silver__Whiting_",225498.281866667
2037,"Yellow_Eel",109711.366
2037,"Skates",28838.7233333333
2038,"Lobster_American",1392797144.844
2038,"Salmon_Atlantic",212779608.295867
2038,"Clam_Soft",79086540.3912
2038,"Elver",36716363.1866
2038,"Scallop_Sea",29834286.4655667
2038,"Oysters",26835055.116
2038,"Sea_Urchins_Green",23446411.422
2038,"Shrimp_Northern",17538962.7269333
2038,"Menhaden_Atlantic",17304227.6432
2038,"Bloodworms",14188817.5816
2038,"Clam_Northern_Quahog___Hard",12502991.134
2038,"Mussel_Blue_Sea",11548871.6144
2038,"Plaice_American__Dab_",10861868.4457333
2038,"Pollock",9654550.964
2038,"Cod_Atlantic",8217813.01586667
2038,"Flounder_Atlantic_Witch__Gray_Sole_",6228539.6296
2038,"Crab_Unc",5756050.66133284
2038,"Hake_White",5407330.82373332
2038,"Sandworms",4352412.69509744
2038,"Monkfish",4218249.0525
2038,"Haddock",3813068.492
2038,"Clam_Ocean_Quahog",3682576.099
2038,"Alewife",3061489.28253333
2038,"Periwinkles_Atlantic__Cockles_",2834877.9
2038,"Seaweed_Unc",2793167.87893333
2038,"Redfish_Acadian_Ocean_Perch",2674707.2194
2038,"Rockweed",2315546.582
2038,"Flounder_Winter",1585294.58253333
2038,"Cucumber_Sea",957173.165333334
2038,"Halibut_Atlantic",847251.845866668
2038,"Flounder_Yellowtail",621195.6896
2038,"Mackerel_Atlantic",583049.952
2038,"Cusk",480084.938666668
2038,"Wolffish_Atlantic",293727.028933333
2038,"Shark_Dogfish",259113.949733333
2038,"Hake_Silver__Whiting_",225498.281866667
2038,"Yellow_Eel",109711.366
2038,"Skates",28881.8053333333
2039,"Lobster_American",1392797144.844
2039,"Salmon_Atlantic",212779608.295867
2039,"Clam_Soft",78534172.6573
2039,"Elver",36716279.9886
2039,"Scallop_Sea",29851791.3394667
2039,"Oysters",26835055.116
2039,"Sea_Urchins_Green",23446411.422
2039,"Shrimp_Northern",17522886.6276333
2039,"Menhaden_Atlantic",17304227.6432
2039,"Bloodworms",14188817.5816
2039,"Clam_Northern_Quahog___Hard",12502991.134
2039,"Mussel_Blue_Sea",11548871.6144
2039,"Plaice_American__Dab_",10861868.4457333
2039,"Pollock",9654550.964
2039,"Cod_Atlantic",8217813.01586667
2039,"Flounder_Atlantic_Witch__Gray_Sole_",6228432.1496
2039,"Crab_Unc",5756055.07949951
2039,"Hake_White",5407330.82373332
2039,"Sandworms",4352412.69509744
2039,"Monkfish",4218249.0525
2039,"Haddock",3813068.492
2039,"Clam_Ocean_Quahog",3682576.099
2039,"Alewife",3146249.65653333
2039,"Periwinkles_Atlantic__Cockles_",2837785.11
2039,"Seaweed_Unc",2831378.61893333
2039,"Redfish_Acadian_Ocean_Perch",2674707.2194
2039,"Rockweed",2317887.172
2039,"Flounder_Winter",1585294.58253333
2039,"Cucumber_Sea",957173.165333334
2039,"Halibut_Atlantic",849614.671466668
2039,"Flounder_Yellowtail",621195.6896
2039,"Mackerel_Atlantic",583049.952
2039,"Cusk",480084.938666668
2039,"Wolffish_Atlantic",293727.028933333
2039,"Shark_Dogfish",265100.7498
2039,"Hake_Silver__Whiting_",225498.281866667
2039,"Yellow_Eel",109711.366
2039,"Skates",28881.8053333333
2040,"Lobster_American",1392797144.844
2040,"Salmon_Atlantic",215453327.757067
2040,"Clam_Soft",77981599.7251
2040,"Elver",37031355.6174
2040,"Scallop_Sea",29869296.2133667
2040,"Oysters",26000160.824
2040,"Sea_Urchins_Green",23446411.422
2040,"Shrimp_Northern",17538962.7269333
2040,"Menhaden_Atlantic",17304227.6432
2040,"Bloodworms",14188817.5816
2040,"Clam_Northern_Quahog___Hard",12502991.134
2040,"Mussel_Blue_Sea",11548871.6144
2040,"Plaice_American__Dab_",10861868.4457333
2040,"Pollock",9654550.964
2040,"Cod_Atlantic",8217813.01586667
2040,"Flounder_Atlantic_Witch__Gray_Sole_",6228432.1496
2040,"Crab_Unc",5892124.26684417
2040,"Hake_White",5407330.82373332
2040,"Sandworms",4352412.69509744
2040,"Monkfish",4218249.0525
2040,"Haddock",3819532.544
2040,"Clam_Ocean_Quahog",3695645.3012
2040,"Alewife",3146249.65653333
2040,"Periwinkles_Atlantic__Cockles_",2834877.9
2040,"Seaweed_Unc",2792373.59893333
2040,"Redfish_Acadian_Ocean_Perch",2674707.2194
2040,"Rockweed",2317409.372
2040,"Flounder_Winter",1584530.03853333
2040,"Cucumber_Sea",970126.992133334
2040,"Halibut_Atlantic",847464.275366668
2040,"Flounder_Yellowtail",621195.6896
2040,"Mackerel_Atlantic",579755.952
2040,"Cusk",482820.586466668
2040,"Wolffish_Atlantic",293696.628133333
2040,"Shark_Dogfish",277074.349933333
2040,"Hake_Silver__Whiting_",236080.851466667
2040,"Yellow_Eel",109711.366
2040,"Skates",28881.8053333333
