"Species","Year","Total_Contribution","Percent_Change"
"Redfish_Acadian_Ocean_Perch",2025,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2026,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2027,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2028,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2029,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2030,2322466.6294,8.20558603135376
"Redfish_Acadian_Ocean_Perch",2031,2322466.6294,0
"Redfish_Acadian_Ocean_Perch",2032,2498586.9244,7.58332941237997
"Redfish_Acadian_Ocean_Perch",2033,2498586.9244,0
"Redfish_Acadian_Ocean_Perch",2034,2674707.2194,7.04879599265065
"Redfish_Acadian_Ocean_Perch",2035,2674707.2194,0
"Redfish_Acadian_Ocean_Perch",2036,2674707.2194,0
"Redfish_Acadian_Ocean_Perch",2037,2674707.2194,0
"Redfish_Acadian_Ocean_Perch",2038,2674707.2194,0
"Redfish_Acadian_Ocean_Perch",2039,2674707.2194,0
"Redfish_Acadian_Ocean_Perch",2040,2674707.2194,0
"Rockweed",2020,2312026.584,NA
"Rockweed",2021,2312026.584,0
"Rockweed",2022,2312026.584,0
"Rockweed",2023,2312026.584,0
"Rockweed",2024,2311527.696,-0.0215779525829104
"Rockweed",2025,2310529.92,-0.0431652193364016
"Rockweed",2026,2310529.92,0
"Rockweed",2027,2310529.92,0
"Rockweed",2028,2312371.622,0.0797090738387862
"Rockweed",2029,2312371.622,0
"Rockweed",2030,2312371.622,0
"Rockweed",2031,2314712.212,0.101220321929739
"Rockweed",2032,2317052.802,0.101117969994961
"Rockweed",2033,2317052.802,0
"Rockweed",2034,2317102.086,0.00212701238217122
"Rockweed",2035,2315925.814,-0.0507647896528578
"Rockweed",2036,2316673.57,0.0322875627310596
"Rockweed",2037,2316673.57,0
"Rockweed",2038,2315546.582,-0.0486468190682713
"Rockweed",2039,2317887.172,0.101081533759458
"Rockweed",2040,2317409.372,-0.0206136004276691
"Salmon_Atlantic",2020,210237621.2012,NA
"Salmon_Atlantic",2021,210064683.7552,-0.0822580873070226
"Salmon_Atlantic",2022,210007037.939867,-0.0274419356470622
"Salmon_Atlantic",2023,210007037.939867,0
"Salmon_Atlantic",2024,210518027.995867,0.243320443454048
"Salmon_Atlantic",2025,211540008.107867,0.48545966430013
"Salmon_Atlantic",2026,211540008.107867,0
"Salmon_Atlantic",2027,211540008.107867,0
"Salmon_Atlantic",2028,211466622.537867,-0.0346911067350308
"Salmon_Atlantic",2029,212050998.163867,0.276344143102463
"Salmon_Atlantic",2030,212050998.163867,0
"Salmon_Atlantic",2031,212050998.163867,0
"Salmon_Atlantic",2032,212536738.251867,0.22906757912294
"Salmon_Atlantic",2033,212293868.207867,-0.114272029390131
"Salmon_Atlantic",2034,212293868.207867,0
"Salmon_Atlantic",2035,212536738.251867,0.114402759745371
"Salmon_Atlantic",2036,212536738.251867,0
"Salmon_Atlantic",2037,212779608.295867,0.114272029390131
"Salmon_Atlantic",2038,212779608.295867,0
"Salmon_Atlantic",2039,212779608.295867,0
"Salmon_Atlantic",2040,215453327.757067,1.2565675266599
"Sandworms",2020,4331995.16029744,NA
"Sandworms",2021,4353115.68829744,0.487547359091458
"Sandworms",2022,4360155.86429744,0.161727289236218
"Sandworms",2023,4360155.86429744,0
"Sandworms",2024,4360155.86429744,0
"Sandworms",2025,4353115.68829744,-0.16146615440167
"Sandworms",2026,4346075.51229744,-0.161727289236218
"Sandworms",2027,4346075.51229744,0
"Sandworms",2028,4360155.86429744,0.323978540183181
"Sandworms",2029,4360155.86429744,0
"Sandworms",2030,4360155.86429744,0
"Sandworms",2031,4360155.86429744,0
"Sandworms",2032,4360155.86429744,0
"Sandworms",2033,4360155.86429744,0
"Sandworms",2034,4362267.64789744,0.0484336722292841
"Sandworms",2035,4357525.97589744,-0.108697411133972
"Sandworms",2036,4355042.58349744,-0.0569908800024717
"Sandworms",2037,4355189.07949744,0.00336382474317155
"Sandworms",2038,4352412.69509744,-0.0637488832131312
"Sandworms",2039,4352412.69509744,0
"Sandworms",2040,4352412.69509744,0
"Scallop_Sea",2020,29807569.0701333,NA
"Scallop_Sea",2021,29751233.7077333,-0.188996835895785
"Scallop_Sea",2022,29891279.3664,0.470722189346652
"Scallop_Sea",2023,29826502.5716,-0.216708003715667
"Scallop_Sea",2024,29820713.6172667,-0.0194087601100222
"Scallop_Sea",2025,29814924.6629333,-0.0194125278409696
"Scallop_Sea",2026,29826502.5716,0.038832594070087
"Scallop_Sea",2027,29820713.6172667,-0.0194087601100222
"Scallop_Sea",2028,29826502.5716,0.0194125278409821
"Scallop_Sea",2029,29814924.6629333,-0.0388175202200318
"Scallop_Sea",2030,29814924.6629333,0
"Scallop_Sea",2031,29820713.6172667,0.0194162970350372
"Scallop_Sea",2032,29820713.6172667,0
"Scallop_Sea",2033,29820713.6172667,0
"Scallop_Sea",2034,29819402.9420667,-0.00439518388735508
"Scallop_Sea",2035,29832586.0761333,0.0442099196026272
"Scallop_Sea",2036,29831275.4009333,-0.00439343473829435
"Scallop_Sea",2037,29829808.1864333,-0.00491837670459325
"Scallop_Sea",2038,29834286.4655667,0.0150127654369825
"Scallop_Sea",2039,29851791.3394667,0.0586736804320871
"Scallop_Sea",2040,29869296.2133667,0.0586392746114939
"Sea_Urchins_Green",2020,23257059.816,NA
"Sea_Urchins_Green",2021,23257059.816,0
"Sea_Urchins_Green",2022,23306753.988,0.213673492664841
"Sea_Urchins_Green",2023,23306753.988,0
"Sea_Urchins_Green",2024,23356448.16,0.213217902525544
"Sea_Urchins_Green",2025,23306753.988,-0.212764251052126
"Sea_Urchins_Green",2026,23356448.16,0.213217902525544
"Sea_Urchins_Green",2027,23356448.16,0
"Sea_Urchins_Green",2028,23356448.16,0
"Sea_Urchins_Green",2029,23306753.988,-0.212764251052126
"Sea_Urchins_Green",2030,23356448.16,0.213217902525544
"Sea_Urchins_Green",2031,23357398.274,0.00406788734952952
"Sea_Urchins_Green",2032,23419565.362,0.266155876055768
"Sea_Urchins_Green",2033,23419565.362,0
"Sea_Urchins_Green",2034,23420515.476,0.00405692413720748
"Sea_Urchins_Green",2035,23433938.506,0.0573131279444141
"Sea_Urchins_Green",2036,23433938.506,0
"Sea_Urchins_Green",2037,23446411.422,0.0532258629799151
"Sea_Urchins_Green",2038,23446411.422,0
"Sea_Urchins_Green",2039,23446411.422,0
"Sea_Urchins_Green",2040,23446411.422,0
"Seaweed_Unc",2020,2989227.50893333,NA
"Seaweed_Unc",2021,2989227.50893333,0
"Seaweed_Unc",2022,2989227.50893333,0
"Seaweed_Unc",2023,2989227.50893333,0
"Seaweed_Unc",2024,2989227.50893333,0
"Seaweed_Unc",2025,2989227.50893333,0
"Seaweed_Unc",2026,2989227.50893333,0
"Seaweed_Unc",2027,2989227.50893333,0
"Seaweed_Unc",2028,2989227.50893333,0
"Seaweed_Unc",2029,2989227.50893333,0
"Seaweed_Unc",2030,2999717.48293333,0.350925915429674
"Seaweed_Unc",2031,2999717.48293333,0
"Seaweed_Unc",2032,3010207.45693333,0.349698731953321
"Seaweed_Unc",2033,3010207.45693333,0
"Seaweed_Unc",2034,2948615.66493333,-2.04609791455192
"Seaweed_Unc",2035,2948615.66493333,0
"Seaweed_Unc",2036,2892970.41093333,-1.88716537939367
"Seaweed_Unc",2037,2892970.41093333,0
"Seaweed_Unc",2038,2793167.87893333,-3.44982899316284
"Seaweed_Unc",2039,2831378.61893333,1.36800728263395
"Seaweed_Unc",2040,2792373.59893333,-1.37759816858031
"Shark_Dogfish",2020,226998.501333333,NA
"Shark_Dogfish",2021,240427.523333333,5.91590777962023
"Shark_Dogfish",2022,240220.457333333,-0.0861240831037932
"Shark_Dogfish",2023,240220.457333333,0
"Shark_Dogfish",2024,240220.457333333,0
"Shark_Dogfish",2025,240220.457333333,0
"Shark_Dogfish",2026,240220.457333333,0
"Shark_Dogfish",2027,240220.457333333,0
"Shark_Dogfish",2028,240220.457333333,0
"Shark_Dogfish",2029,246518.288133333,2.62168795693409
"Shark_Dogfish",2030,246518.288133333,0
"Shark_Dogfish",2031,246518.288133333,0
"Shark_Dogfish",2032,252816.118933333,2.55471139593251
"Shark_Dogfish",2033,252816.118933333,0
"Shark_Dogfish",2034,252816.118933333,0
"Shark_Dogfish",2035,259113.949733333,2.49107170324876
"Shark_Dogfish",2036,259113.949733333,0
"Shark_Dogfish",2037,259113.949733333,0
"Shark_Dogfish",2038,259113.949733333,0
"Shark_Dogfish",2039,265100.7498,2.31048929354363
"Shark_Dogfish",2040,277074.349933333,4.51662250761898
"Shrimp_Northern",2020,17011898.8713333,NA
"Shrimp_Northern",2021,17011898.8713333,0
"Shrimp_Northern",2022,17018442.9713333,0.0384677809897374
"Shrimp_Northern",2023,17183307.3385333,0.968739428616985
"Shrimp_Northern",2024,17539590.8259333,2.07342789359896
"Shrimp_Northern",2025,17536807.4884333,-0.0158688850134587
"Shrimp_Northern",2026,17712375.5801333,1.00114055432145
"Shrimp_Northern",2027,17712375.5801333,0
"Shrimp_Northern",2028,17712375.5801333,0
"Shrimp_Northern",2029,17710500.3261333,-0.0105872529154151
"Shrimp_Northern",2030,17665539.8548333,-0.25386336056051
"Shrimp_Northern",2031,17651339.0095333,-0.0803872704525064
"Shrimp_Northern",2032,17583923.1982333,-0.381930295846608
"Shrimp_Northern",2033,17543516.5049333,-0.229793390499232
"Shrimp_Northern",2034,17500431.2876333,-0.245590542169137
"Shrimp_Northern",2035,17498556.0336333,-0.0107154730599457
"Shrimp_Northern",2036,17563293.3209333,0.369957882099351
"Shrimp_Northern",2037,17538962.7269333,-0.138530932413464
"Shrimp_Northern",2038,17538962.7269333,0
"Shrimp_Northern",2039,17522886.6276333,-0.0916593503862912
"Shrimp_Northern",2040,17538962.7269333,0.0917434418290937
"Skates",2020,28881.8053333333,NA
"Skates",2021,28881.8053333333,0
"Skates",2022,28881.8053333333,0
"Skates",2023,28881.8053333333,0
"Skates",2024,28881.8053333333,0
"Skates",2025,28881.8053333333,0
"Skates",2026,28881.8053333333,0
"Skates",2027,28881.8053333333,0
"Skates",2028,28091.1797333333,-2.73745214634321
"Skates",2029,28091.1797333333,0
"Skates",2030,28091.1797333333,0
"Skates",2031,27300.5541333333,-2.81449767331001
"Skates",2032,28048.0977333333,2.73819936529152
"Skates",2033,27257.4721333333,-2.81882075396647
"Skates",2034,27531.5833333333,1.00563690814449
"Skates",2035,28322.2089333333,2.87170407320078
"Skates",2036,28322.2089333333,0
"Skates",2037,28838.7233333333,1.82370803497639
"Skates",2038,28881.8053333333,0.149389414718654
"Skates",2039,28881.8053333333,0
"Skates",2040,28881.8053333333,0
"Wolffish_Atlantic",2020,292842.852933333,NA
"Wolffish_Atlantic",2021,294481.860933333,0.559688578219493
"Wolffish_Atlantic",2022,292842.852933333,-0.556573499911094
"Wolffish_Atlantic",2023,293605.425733333,0.260403418543947
"Wolffish_Atlantic",2024,293605.425733333,0
"Wolffish_Atlantic",2025,293605.425733333,0
"Wolffish_Atlantic",2026,293605.425733333,0
"Wolffish_Atlantic",2027,293605.425733333,0
"Wolffish_Atlantic",2028,293605.425733333,0
"Wolffish_Atlantic",2029,293605.425733333,0
"Wolffish_Atlantic",2030,293605.425733333,0
"Wolffish_Atlantic",2031,293635.826533333,0.0103543045650711
"Wolffish_Atlantic",2032,293605.425733333,-0.0103532325598396
"Wolffish_Atlantic",2033,293605.425733333,0
"Wolffish_Atlantic",2034,293635.826533333,0.0103543045650711
"Wolffish_Atlantic",2035,293666.227333333,0.0103532325598396
"Wolffish_Atlantic",2036,293696.628133333,0.0103521607765396
"Wolffish_Atlantic",2037,293727.028933333,0.0103510892151617
"Wolffish_Atlantic",2038,293727.028933333,0
"Wolffish_Atlantic",2039,293727.028933333,0
"Wolffish_Atlantic",2040,293696.628133333,-0.0103500178755776
"Yellow_Eel",2020,68136.912,NA
"Yellow_Eel",2021,69394.344,1.84544905703974
"Yellow_Eel",2022,69391.336,-0.00433464721563133
"Yellow_Eel",2023,69391.336,0
"Yellow_Eel",2024,69391.336,0
"Yellow_Eel",2025,69391.336,0
"Yellow_Eel",2026,69391.336,0
"Yellow_Eel",2027,69391.336,0
"Yellow_Eel",2028,69391.336,0
"Yellow_Eel",2029,69391.336,0
"Yellow_Eel",2030,82624.572,19.0704441834064
"Yellow_Eel",2031,82831.346,0.250257272134481
"Yellow_Eel",2032,96064.582,15.9761209240763
"Yellow_Eel",2033,96064.582,0
"Yellow_Eel",2034,109504.592,13.9905985329744
"Yellow_Eel",2035,109711.366,0.188826784542519
"Yellow_Eel",2036,109711.366,0
"Yellow_Eel",2037,109711.366,0
"Yellow_Eel",2038,109711.366,0
"Yellow_Eel",2039,109711.366,0
"Yellow_Eel",2040,109711.366,0
